epoch,loss,val_loss
65,42.546329498291016,42.411048889160156
66,42.24434280395508,42.109840393066406
67,41.94404220581055,41.81053924560547
68,41.645408630371094,41.512840270996094
69,41.34867858886719,41.21711730957031
70,41.05382537841797,40.92320251464844
71,40.76059341430664,40.63078689575195
72,40.46894454956055,40.3398551940918
73,40.17872619628906,40.05044174194336
74,39.890071868896484,39.762630462646484
75,39.60291290283203,39.476173400878906
76,39.31734085083008,39.191627502441406
77,39.03337860107422,38.908409118652344
78,38.75094985961914,38.6268310546875
79,38.4702262878418,38.34702682495117
80,38.191246032714844,38.068885803222656
81,37.91358184814453,37.7918586730957
82,37.63731002807617,37.51654815673828
83,37.362571716308594,37.24250793457031
84,37.08906936645508,36.969512939453125
85,36.81666946411133,36.69782257080078
86,36.5456657409668,36.42749786376953
87,36.27592849731445,36.158470153808594
88,36.007450103759766,35.89070129394531
89,35.74036407470703,35.624351501464844
90,35.47471237182617,35.35948944091797
91,35.21038055419922,35.09583282470703
92,34.947181701660156,34.83320617675781
93,34.685115814208984,34.571754455566406
94,34.42432403564453,34.311668395996094
95,34.164974212646484,34.05312728881836
96,33.9069938659668,33.79579162597656
97,33.65039825439453,33.539939880371094
98,33.39527893066406,33.28577423095703
99,33.14179229736328,33.032962799072266
100,32.88960647583008,32.78144454956055
101,32.63865661621094,32.53113555908203
102,32.38897705078125,32.28215026855469
103,32.14057540893555,32.03438949584961
104,31.893346786499023,31.787765502929688
105,31.647327423095703,31.542461395263672
106,31.402774810791016,31.29878807067871
107,31.159812927246094,31.056575775146484
108,30.918302536010742,30.8157901763916
109,30.678081512451172,30.57622718811035
110,30.43928337097168,30.3382625579834
111,30.201969146728516,30.10165023803711
112,29.9659366607666,29.866241455078125
113,29.731077194213867,29.63193702697754
114,29.49734115600586,29.398916244506836
115,29.264894485473633,29.167016983032227
116,29.033536911010742,28.936269760131836
117,28.803377151489258,28.706796646118164
118,28.574556350708008,28.478763580322266
119,28.347150802612305,28.25200843811035
120,28.121042251586914,28.02664566040039
121,27.896350860595703,27.802669525146484
122,27.673015594482422,27.579992294311523
123,27.450883865356445,27.35848045349121
124,27.22998046875,27.138269424438477
125,27.010290145874023,26.919174194335938
126,26.79190444946289,26.701553344726562
127,26.57491683959961,26.485218048095703
128,26.359071731567383,26.26998519897461
129,26.144468307495117,26.056045532226562
130,25.931072235107422,25.843196868896484
131,25.71870994567871,25.6314754486084
132,25.507625579833984,25.421022415161133
133,25.2977352142334,25.21178436279297
134,25.08910369873047,25.003820419311523
135,24.8817195892334,24.797061920166016
136,24.67558479309082,24.591609954833984
137,24.470727920532227,24.38739585876465
138,24.267061233520508,24.184322357177734
139,24.06452751159668,23.982418060302734
140,23.86321258544922,23.781841278076172
141,23.663339614868164,23.582698822021484
142,23.464860916137695,23.38492202758789
143,23.267698287963867,23.188411712646484
144,23.07181739807129,22.993244171142578
145,22.877330780029297,22.79958724975586
146,22.684467315673828,22.607498168945312
147,22.492870330810547,22.416454315185547
148,22.302440643310547,22.226715087890625
149,22.113367080688477,22.038354873657227
150,21.925594329833984,21.85123634338379
151,21.73906707763672,21.665348052978516
152,21.553686141967773,21.48051643371582
153,21.369426727294922,21.296951293945312
154,21.18654441833496,21.11480140686035
155,21.005075454711914,20.934114456176758
156,20.825117111206055,20.75497817993164
157,20.646766662597656,20.57742691040039
158,20.46984100341797,20.40114974975586
159,20.294103622436523,20.22603416442871
160,20.119535446166992,20.052005767822266
161,19.94601821899414,19.879146575927734
162,19.773860931396484,19.707744598388672
163,19.603086471557617,19.537654876708984
164,19.43357276916504,19.368757247924805
165,19.26523780822754,19.20102882385254
166,19.09805679321289,19.034503936767578
167,18.932130813598633,18.86918067932129
168,18.767290115356445,18.704944610595703
169,18.603700637817383,18.54201889038086
170,18.441322326660156,18.380266189575195
171,18.28015899658203,18.219722747802734
172,18.120136260986328,18.060359954833984
173,17.961406707763672,17.902278900146484
174,17.803884506225586,17.7453670501709
175,17.64751625061035,17.589656829833984
176,17.49243927001953,17.435209274291992
177,17.338476181030273,17.28178596496582
178,17.185546875,17.12937355041504
179,17.033588409423828,16.977996826171875
180,16.88271713256836,16.827680587768555
181,16.7329044342041,16.678422927856445
182,16.584148406982422,16.530282974243164
183,16.436689376831055,16.383533477783203
184,16.290529251098633,16.23801040649414
185,16.14561653137207,16.093738555908203
186,16.00185775756836,15.950599670410156
187,15.859322547912598,15.808700561523438
188,15.717855453491211,15.667726516723633
189,15.577449798583984,15.527995109558105
190,15.43830394744873,15.389434814453125
191,15.3002290725708,15.251937866210938
192,15.163317680358887,15.115633964538574
193,15.027511596679688,14.980453491210938
194,14.8929443359375,14.846542358398438
195,14.759546279907227,14.713655471801758
196,14.627205848693848,14.581952095031738
197,14.496018409729004,14.451345443725586
198,14.365894317626953,14.321734428405762
199,14.236820220947266,14.193243026733398
200,14.108793258666992,14.065717697143555
201,13.981739044189453,13.939247131347656
202,13.855835914611816,13.813982009887695
203,13.731155395507812,13.689898490905762
204,13.607603073120117,13.566978454589844
205,13.485255241394043,13.445210456848145
206,13.363930702209473,13.324358940124512
207,13.243544578552246,13.204545974731445
208,13.124218940734863,13.085782051086426
209,13.006085395812988,12.968393325805664
210,12.889360427856445,12.852374076843262
211,12.773944854736328,12.737600326538086
212,12.659765243530273,12.62406063079834
213,12.546736717224121,12.511560440063477
214,12.43471908569336,12.400079727172852
215,12.323694229125977,12.289605140686035
216,12.21378231048584,12.180318832397461
217,12.104976654052734,12.072068214416504
218,11.99726676940918,11.964922904968262
219,11.890641212463379,11.858855247497559
220,11.785100936889648,11.75394058227539
221,11.6806640625,11.650007247924805
222,11.577250480651855,11.547231674194336
223,11.475101470947266,11.445704460144043
224,11.374024391174316,11.345146179199219
225,11.273987770080566,11.245708465576172
226,11.175114631652832,11.14748477935791
227,11.077570915222168,11.050636291503906
228,10.981204986572266,10.9547700881958
229,10.88586139678955,10.860039710998535
230,10.791645050048828,10.766396522521973
231,10.698540687561035,10.67392635345459
232,10.606696128845215,10.582732200622559
233,10.5159273147583,10.492423057556152
234,10.426214218139648,10.403409004211426
235,10.337822914123535,10.315701484680176
236,10.250725746154785,10.229307174682617
237,10.164935111999512,10.14414119720459
238,10.08029556274414,10.06004524230957
239,9.99669361114502,9.977015495300293
240,9.914260864257812,9.895331382751465
241,9.833172798156738,9.814828872680664
242,9.753267288208008,9.735547065734863
243,9.674503326416016,9.657374382019043
244,9.596842765808105,9.580305099487305
245,9.520277976989746,9.504293441772461
246,9.444698333740234,9.429098129272461
247,9.369951248168945,9.35490894317627
248,9.296147346496582,9.281560897827148
249,9.223321914672852,9.20932388305664
250,9.151606559753418,9.13818073272705
251,9.081015586853027,9.068181991577148
252,9.011434555053711,8.99907398223877
253,8.942811012268066,8.931018829345703
254,8.875266075134277,8.864100456237793
255,8.809006690979004,8.798515319824219
256,8.743939399719238,8.733975410461426
257,8.679889678955078,8.670503616333008
258,8.617003440856934,8.608321189880371
259,8.555480003356934,8.54743480682373
260,8.495081901550293,8.487600326538086
261,8.435686111450195,8.428632736206055
262,8.37722110748291,8.370781898498535
263,8.319856643676758,8.313947677612305
264,8.263525009155273,8.258191108703613
265,8.208304405212402,8.203533172607422
266,8.154096603393555,8.149835586547852
267,8.10080623626709,8.097028732299805
268,8.048543930053711,8.045351028442383
269,7.997307300567627,7.994624137878418
270,7.947090148925781,7.94494104385376
271,7.8978190422058105,7.896142482757568
272,7.849522113800049,7.84839391708374
273,7.802323341369629,7.80184268951416
274,7.756293773651123,7.756345272064209
275,7.711206436157227,7.711756229400635
276,7.667176723480225,7.668322563171387
277,7.624190330505371,7.6258111000061035
278,7.582099437713623,7.584236145019531
279,7.541131973266602,7.54397439956665
280,7.5013909339904785,7.504721641540527
281,7.46260929107666,7.466464996337891
282,7.424803256988525,7.429205894470215
283,7.3880438804626465,7.39296817779541
284,7.352400302886963,7.357999324798584
285,7.317916393280029,7.324025630950928
286,7.284422874450684,7.291119575500488
287,7.252044677734375,7.259341239929199
288,7.220817565917969,7.2286481857299805
289,7.190619945526123,7.198995113372803
290,7.161437034606934,7.170337677001953
291,7.1332106590271,7.142616271972656
292,7.106029033660889,7.116036415100098
293,7.079923152923584,7.090485572814941
294,7.054839611053467,7.065879821777344
295,7.030725002288818,7.042350769042969
296,7.007668495178223,7.019839286804199
297,6.985682487487793,6.99837589263916
298,6.964643478393555,6.977787017822266
299,6.94446325302124,6.958113670349121
300,6.925341606140137,6.939621925354004
301,6.907290935516357,6.92209529876709
302,6.890359878540039,6.9057722091674805
303,6.8745245933532715,6.890460014343262
304,6.859650611877441,6.87607479095459
305,6.8457159996032715,6.862673282623291
306,6.8327765464782715,6.850203514099121
307,6.820769786834717,6.838754177093506
308,6.809819221496582,6.82839298248291
309,6.800042152404785,6.8192644119262695
310,6.791447639465332,6.811223030090332
311,6.784005641937256,6.804434299468994
312,6.777804851531982,6.798866271972656
313,6.772723197937012,6.794341087341309
314,6.768626689910889,6.790650844573975
315,6.765183448791504,6.787503719329834
316,6.762250900268555,6.784768104553223
317,6.75964879989624,6.782402992248535
318,6.757598876953125,6.780691623687744
319,6.756088733673096,6.779393672943115
320,6.754858493804932,6.778221130371094
321,6.753661632537842,6.777048587799072
322,6.752471446990967,6.775890350341797
323,6.751280307769775,6.774703025817871
324,6.750077724456787,6.773531913757324
325,6.748892784118652,6.772363185882568
326,6.747702598571777,6.771183967590332
327,6.746514797210693,6.770009517669678
328,6.745316028594971,6.768862724304199
329,6.744134902954102,6.767672061920166
330,6.742945194244385,6.766502380371094
331,6.74176025390625,6.765336513519287
332,6.740560054779053,6.764158725738525
333,6.739376544952393,6.762991905212402
334,6.738193988800049,6.7618279457092285
335,6.73699951171875,6.760659217834473
336,6.735817909240723,6.759488105773926
337,6.734624862670898,6.758312225341797
338,6.733434677124023,6.757149696350098
339,6.732247829437256,6.755985260009766
340,6.731070518493652,6.754823207855225
341,6.729886054992676,6.7536492347717285
342,6.728698253631592,6.752484321594238
343,6.7275071144104,6.75131893157959
344,6.726327896118164,6.750152587890625
345,6.725138187408447,6.748988151550293
346,6.723956108093262,6.747824668884277
347,6.722774982452393,6.7466559410095215
348,6.721592903137207,6.745504856109619
349,6.7204060554504395,6.7443366050720215
350,6.719228267669678,6.743172645568848
351,6.718040943145752,6.742015838623047
352,6.716864585876465,6.740845680236816
353,6.715673446655273,6.739682197570801
354,6.714498043060303,6.738517761230469
355,6.713316440582275,6.737367153167725
356,6.712138652801514,6.736212253570557
357,6.7109551429748535,6.735044002532959
358,6.709766864776611,6.733877658843994
359,6.708593845367432,6.732713222503662
360,6.707420349121094,6.731558799743652
361,6.70623779296875,6.730400085449219
362,6.70505952835083,6.729248046875
363,6.703882694244385,6.728084564208984
364,6.702701091766357,6.726937770843506
365,6.701521873474121,6.725766181945801
366,6.700346946716309,6.724616050720215
367,6.699175834655762,6.72344970703125
368,6.697997570037842,6.722288608551025
369,6.696824550628662,6.721135139465332
370,6.695644855499268,6.7199859619140625
371,6.694468021392822,6.718839168548584
372,6.693299293518066,6.717681884765625
373,6.6921281814575195,6.716519355773926
374,6.690950393676758,6.715360164642334
375,6.689776420593262,6.714212894439697
376,6.688600540161133,6.7130632400512695
377,6.687432765960693,6.711909294128418
378,6.686256408691406,6.710759162902832
379,6.685083866119385,6.709603309631348
380,6.683918476104736,6.708445072174072
381,6.6827392578125,6.707283973693848
382,6.68157434463501,6.706142425537109
383,6.680405139923096,6.7050042152404785
384,6.679234981536865,6.703853607177734
385,6.678066730499268,6.702701568603516
386,6.6768975257873535,6.701548099517822
387,6.675725936889648,6.7003889083862305
388,6.674564838409424,6.699249267578125
389,6.673394203186035,6.6981048583984375
390,6.672228813171387,6.696962833404541
391,6.671060562133789,6.695808410644531
392,6.66988468170166,6.6946587562561035
393,6.668725967407227,6.69350528717041
394,6.667557716369629,6.692370414733887
395,6.666394233703613,6.691218376159668
396,6.665231227874756,6.6900739669799805
397,6.664063930511475,6.688937187194824
398,6.662899971008301,6.6877851486206055
399,6.661736011505127,6.686635494232178
400,6.660573482513428,6.685490608215332
401,6.6594085693359375,6.6843461990356445
402,6.658240795135498,6.683205604553223
403,6.657078266143799,6.682061195373535
404,6.655917644500732,6.68091344833374
405,6.654747486114502,6.6797661781311035
406,6.65358829498291,6.678633213043213
407,6.652430057525635,6.677488803863525
408,6.651265621185303,6.676344871520996
409,6.650101661682129,6.675197601318359
410,6.648940563201904,6.674050807952881
411,6.647784233093262,6.672921180725098
412,6.646623134613037,6.671784400939941
413,6.645463943481445,6.670636177062988
414,6.644303321838379,6.6695075035095215
415,6.643148422241211,6.6683549880981445
416,6.641988277435303,6.667227268218994
417,6.640834331512451,6.666082859039307
418,6.639674186706543,6.664947509765625
419,6.638522148132324,6.663813591003418
420,6.637361526489258,6.662683963775635
421,6.6362104415893555,6.661537170410156
422,6.635051250457764,6.660408020019531
423,6.633894920349121,6.659261226654053
424,6.632739543914795,6.6581292152404785
425,6.631585597991943,6.656994819641113
426,6.630432605743408,6.6558637619018555
427,6.629284858703613,6.654732704162598
428,6.6281256675720215,6.653595924377441
429,6.626969814300537,6.652451992034912
430,6.625817775726318,6.651331424713135
431,6.624662399291992,6.650191307067871
432,6.623512268066406,6.649059295654297
433,6.622360706329346,6.647930145263672
434,6.6212053298950195,6.646794319152832
435,6.620053291320801,6.645668029785156
436,6.618908405303955,6.644539833068848
437,6.617750644683838,6.643397331237793
438,6.616602420806885,6.642265319824219
439,6.615450859069824,6.641146183013916
440,6.614302158355713,6.64000940322876
441,6.613155841827393,6.638880252838135
442,6.612011909484863,6.637757778167725
443,6.610867500305176,6.636620998382568
444,6.609710216522217,6.635490417480469
445,6.608561992645264,6.634368896484375
446,6.607423305511475,6.63323974609375
447,6.606266975402832,6.632107734680176
448,6.60512113571167,6.630987644195557
449,6.603979110717773,6.629855155944824
450,6.602834701538086,6.628726959228516
451,6.601686954498291,6.627602577209473
452,6.60054349899292,6.626485347747803
453,6.599390506744385,6.625363349914551
454,6.598257064819336,6.6242356300354
455,6.597113609313965,6.623115539550781
456,6.595970153808594,6.621994972229004
457,6.594834327697754,6.620865821838379
458,6.593684196472168,6.619734764099121
459,6.592535495758057,6.618613243103027
460,6.591399192810059,6.617506504058838
461,6.590261936187744,6.616377830505371
462,6.589116096496582,6.615257263183594
463,6.587988376617432,6.614123344421387
464,6.586836814880371,6.613009452819824
465,6.585699558258057,6.611891746520996
466,6.584558010101318,6.610771179199219
467,6.5834221839904785,6.609658241271973
468,6.582282066345215,6.608545780181885
469,6.581141948699951,6.607415199279785
470,6.5800065994262695,6.606297969818115
471,6.578866481781006,6.6051788330078125
472,6.577733039855957,6.604065895080566
473,6.576590061187744,6.60294246673584
474,6.5754547119140625,6.601820945739746
475,6.574317932128906,6.600707054138184
476,6.573186874389648,6.599591255187988
477,6.572047710418701,6.598479270935059
478,6.570914268493652,6.59735631942749
479,6.569777011871338,6.596235752105713
480,6.568641185760498,6.595127105712891
481,6.567507743835449,6.594015598297119
482,6.566373348236084,6.592903137207031
483,6.5652384757995605,6.591786861419678
484,6.5641045570373535,6.590668678283691
485,6.562973499298096,6.5895490646362305
486,6.561836242675781,6.588444709777832
487,6.560705184936523,6.587333679199219
488,6.559573650360107,6.586228370666504
489,6.558443546295166,6.585104942321777
490,6.557312965393066,6.584004878997803
491,6.556182861328125,6.58288049697876
492,6.555052757263184,6.581782341003418
493,6.553920269012451,6.580666542053223
494,6.55279016494751,6.579556465148926
495,6.551660537719727,6.5784430503845215
496,6.550526142120361,6.577348232269287
497,6.549402713775635,6.576230049133301
498,6.548274040222168,6.575120449066162
499,6.547146320343018,6.574004173278809
