epoch,accuracy,loss,val_accuracy,val_loss
0,0.7822222113609314,1.028283953666687,0.7799999713897705,0.6810277700424194
1,0.8064516186714172,0.5777650475502014,0.7900000214576721,0.6160696148872375
2,0.8179723620414734,0.5319820642471313,0.800000011920929,0.7666359543800354
3,0.8225806355476379,0.5094649791717529,0.7799999713897705,0.6867557764053345
4,0.8225806355476379,0.5227608680725098,0.7900000214576721,0.5146095752716064
5,0.8294931054115295,0.48204633593559265,0.800000011920929,0.5063454508781433
6,0.8364055156707764,0.4909802973270416,0.800000011920929,0.5292755961418152
7,0.8064516186714172,0.5313442349433899,0.8199999928474426,0.5072492361068726
8,0.8317972421646118,0.49504566192626953,0.800000011920929,0.5713220238685608
9,0.8225806355476379,0.5096971392631531,0.7699999809265137,0.5681183934211731
10,0.8288888931274414,0.48560670018196106,0.800000011920929,0.5093508958816528
11,0.8271889686584473,0.5093191266059875,0.800000011920929,0.5108568072319031
12,0.8133640289306641,0.5115871429443359,0.7900000214576721,0.5556950569152832
13,0.8179723620414734,0.5029003024101257,0.7699999809265137,0.5783342123031616
14,0.8225806355476379,0.4942781925201416,0.7799999713897705,0.5312750339508057
15,0.8179723620414734,0.5078317523002625,0.7900000214576721,0.5151597857475281
16,0.8317972421646118,0.505094587802887,0.7900000214576721,0.5236579775810242
17,0.8248847723007202,0.49303415417671204,0.7900000214576721,0.5293417572975159
18,0.8202764987945557,0.5244925022125244,0.7900000214576721,0.5520842671394348
19,0.8179723620414734,0.4960246682167053,0.7900000214576721,0.6965022087097168
20,0.8364055156707764,0.46441853046417236,0.7699999809265137,0.6282193660736084
21,0.843317985534668,0.454257607460022,0.7799999713897705,0.5464085340499878
22,0.8410138487815857,0.47447240352630615,0.800000011920929,0.524352490901947
23,0.8341013789176941,0.46183595061302185,0.7799999713897705,0.557977557182312
24,0.8410138487815857,0.47659069299697876,0.8100000023841858,0.606670081615448
25,0.8202764987945557,0.4991358518600464,0.7900000214576721,0.5306614637374878
26,0.8317972421646118,0.5131834745407104,0.7799999713897705,0.5357147455215454
27,0.8271889686584473,0.4683278799057007,0.7699999809265137,0.5925323367118835
28,0.8387096524238586,0.44909441471099854,0.7699999809265137,0.6188889741897583
29,0.8387096524238586,0.4566449522972107,0.7900000214576721,0.5231398940086365
30,0.8225806355476379,0.5075217485427856,0.7900000214576721,0.5302522778511047
31,0.8225806355476379,0.4759429693222046,0.800000011920929,0.5495868921279907
32,0.8294931054115295,0.5000413656234741,0.7799999713897705,0.5352051854133606
33,0.8294931054115295,0.4843555986881256,0.7900000214576721,0.5161588788032532
34,0.8110598921775818,0.5096096396446228,0.8100000023841858,0.4860471487045288
35,0.8271889686584473,0.4877869188785553,0.7799999713897705,0.5385019779205322
36,0.8225806355476379,0.5099985003471375,0.7900000214576721,0.5181542038917542
37,0.8225806355476379,0.47734248638153076,0.7799999713897705,0.5558199882507324
38,0.8248847723007202,0.5067883133888245,0.8100000023841858,0.4873947501182556
39,0.8294931054115295,0.46303701400756836,0.7900000214576721,0.5266265273094177
40,0.8377777934074402,0.4503670334815979,0.7699999809265137,0.5457656979560852
41,0.8317972421646118,0.4703296720981598,0.800000011920929,0.5139049887657166
42,0.8156682252883911,0.500226616859436,0.7799999713897705,0.664473295211792
43,0.8294931054115295,0.5332577228546143,0.800000011920929,0.5595627427101135
44,0.8225806355476379,0.4864949584007263,0.8100000023841858,0.49272483587265015
45,0.8317972421646118,0.46764275431632996,0.7699999809265137,0.5657621622085571
46,0.8266666531562805,0.4989103674888611,0.800000011920929,0.503648579120636
47,0.8341013789176941,0.4749937355518341,0.800000011920929,0.5658318996429443
48,0.8341013789176941,0.4527280032634735,0.7900000214576721,0.5097852945327759
49,0.8271889686584473,0.4738835394382477,0.7699999809265137,0.6376633048057556
50,0.8341013789176941,0.49681827425956726,0.7799999713897705,0.5343396663665771
51,0.8271889686584473,0.4851991832256317,0.8199999928474426,0.47287651896476746
52,0.8364055156707764,0.4674391448497772,0.800000011920929,0.5287293791770935
