epoch,binary_accuracy,loss
0,0.48614320158958435,0.742046058177948
1,0.4780600368976593,0.7070019841194153
2,0.5230947136878967,0.678484320640564
3,0.539260983467102,0.677734375
4,0.5588914752006531,0.6821180582046509
5,0.5658198595046997,0.6721500754356384
6,0.5941108465194702,0.6597385406494141
7,0.6137413382530212,0.6506326794624329
8,0.613163948059082,0.6463698744773865
9,0.6218245029449463,0.6449183821678162
10,0.668013870716095,0.6175012588500977
11,0.6743649244308472,0.6071676015853882
12,0.6651270389556885,0.6048741936683655
13,0.6945727467536926,0.5879541039466858
14,0.7043879628181458,0.5726773738861084
15,0.6893764138221741,0.5814514756202698
16,0.718822181224823,0.5572933554649353
17,0.7263279557228088,0.5585196018218994
18,0.7390300035476685,0.5353230237960815
19,0.7338337302207947,0.5413234829902649
20,0.7551963329315186,0.5178016424179077
21,0.7540415525436401,0.5229091048240662
22,0.763856828212738,0.5106517672538757
23,0.7777135968208313,0.4887193441390991
24,0.7823325395584106,0.4903732240200043
25,0.7632794380187988,0.49627166986465454
26,0.7765588760375977,0.4763302803039551
27,0.7944572567939758,0.4612188935279846
28,0.7956120371818542,0.4566064774990082
29,0.7846420407295227,0.4698946475982666
30,0.7857967615127563,0.46895283460617065
31,0.7979214787483215,0.45109280943870544
32,0.7782909870147705,0.46633362770080566
33,0.8054272532463074,0.44052162766456604
34,0.7875288724899292,0.47851890325546265
35,0.7956120371818542,0.4551125168800354
36,0.8169745802879333,0.4282890558242798
37,0.8112009167671204,0.43609413504600525
38,0.8071593642234802,0.43393391370773315
39,0.8152424693107605,0.4188491702079773
40,0.8331408500671387,0.39580038189888
41,0.8366050720214844,0.38647159934043884
42,0.8250577449798584,0.4006958305835724
43,0.8325635194778442,0.3899111747741699
44,0.8239030241966248,0.3961453437805176
45,0.8418014049530029,0.3761380612850189
46,0.8452655673027039,0.36306118965148926
47,0.8504619002342224,0.36624789237976074
48,0.8458429574966431,0.361465185880661
49,0.857390284538269,0.351909339427948
50,0.8244803547859192,0.3893667757511139
51,0.8325635194778442,0.3594762086868286
52,0.8602771162986755,0.34109875559806824
53,0.8400692939758301,0.36652615666389465
54,0.8527713418006897,0.3449803292751312
55,0.8331408500671387,0.3705335557460785
56,0.8637413382530212,0.3376404941082001
57,0.8469976782798767,0.3409821391105652
58,0.8469976782798767,0.34480151534080505
59,0.8648960590362549,0.3242328464984894
60,0.8406466245651245,0.3814094662666321
61,0.8279445767402649,0.37753966450691223
62,0.8585450053215027,0.33114928007125854
63,0.857390284538269,0.34196823835372925
64,0.8568129539489746,0.34605100750923157
65,0.8452655673027039,0.3539135456085205
66,0.8435335159301758,0.3533332943916321
67,0.8400692939758301,0.37646812200546265
68,0.8585450053215027,0.33261922001838684
69,0.8498845100402832,0.34255650639533997
70,0.857390284538269,0.3399710953235626
71,0.8533487319946289,0.33242547512054443
72,0.863163948059082,0.3476521372795105
73,0.8406466245651245,0.3773960471153259
74,0.863163948059082,0.3360460102558136
75,0.8666281700134277,0.3305496275424957
76,0.8550808429718018,0.3375139534473419
77,0.861431896686554,0.3247932493686676
78,0.8810623288154602,0.29895201325416565
79,0.8712471127510071,0.3172829747200012
80,0.8481523990631104,0.3480500280857086
81,0.8770207762718201,0.3104293942451477
82,0.8591223955154419,0.3290300667285919
83,0.8654734492301941,0.3164008855819702
84,0.8654734492301941,0.32204538583755493
85,0.8643187284469604,0.322601854801178
86,0.8452655673027039,0.3424343466758728
87,0.8718245029449463,0.31795844435691833
88,0.8360277414321899,0.3815566599369049
89,0.8556581735610962,0.328142374753952
90,0.8666281700134277,0.30974870920181274
91,0.8770207762718201,0.295726478099823
92,0.8729792237281799,0.30447420477867126
93,0.8695150017738342,0.3233362138271332
94,0.8568129539489746,0.3437787592411041
95,0.8804849982261658,0.30955860018730164
96,0.8342956304550171,0.37700793147087097
97,0.8729792237281799,0.31261223554611206
98,0.8833718299865723,0.2917421758174896
99,0.8862586617469788,0.2892569601535797
100,0.8793302774429321,0.30215832591056824
101,0.8620092272758484,0.3158782124519348
102,0.8787528872489929,0.2906207740306854
103,0.8718245029449463,0.3126307427883148
104,0.8833718299865723,0.2940676212310791
105,0.8706697225570679,0.3099023103713989
106,0.8764434456825256,0.2965325713157654
107,0.8724018335342407,0.3017186224460602
108,0.8775981664657593,0.29806622862815857
109,0.8891454935073853,0.2818343937397003
110,0.8775981664657593,0.28657180070877075
111,0.8706697225570679,0.3023510277271271
112,0.8839492201805115,0.3055608570575714
113,0.8839492201805115,0.3021315932273865
114,0.8804849982261658,0.2971566617488861
115,0.8827944397926331,0.27686089277267456
116,0.8851039409637451,0.2883571982383728
117,0.8851039409637451,0.30853477120399475
118,0.8371824622154236,0.3769158124923706
119,0.8764434456825256,0.28917449712753296
120,0.8827944397926331,0.2845059633255005
121,0.8700923919677734,0.30637693405151367
122,0.8735565543174744,0.2948514223098755
123,0.8625866174697876,0.334600567817688
124,0.8735565543174744,0.3147988021373749
125,0.8781754970550537,0.3045901656150818
126,0.8781754970550537,0.29306769371032715
127,0.8764434456825256,0.2913239598274231
128,0.8781754970550537,0.2954171895980835
129,0.8845265507698059,0.27950626611709595
130,0.8585450053215027,0.32670947909355164
131,0.8770207762718201,0.2898947298526764
132,0.8856812715530396,0.29260876774787903
133,0.8931870460510254,0.27027297019958496
134,0.8845265507698059,0.287339985370636
135,0.8706697225570679,0.2931126058101654
136,0.8874133825302124,0.2957451343536377
137,0.8903002142906189,0.2769431173801422
138,0.8781754970550537,0.28498774766921997
139,0.9006928205490112,0.26939404010772705
140,0.8897228837013245,0.26737743616104126
141,0.8960738778114319,0.27172887325286865
142,0.8822171092033386,0.2833341956138611
143,0.8856812715530396,0.30143415927886963
144,0.892609715461731,0.2838307023048401
145,0.8770207762718201,0.2979937195777893
146,0.9024249315261841,0.2603563070297241
147,0.8747113347053528,0.33480310440063477
148,0.8700923919677734,0.3259619474411011
149,0.8949191570281982,0.28300249576568604
