epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.20338982343673706,1.9968700408935547,0.17475728690624237,1.627838134765625
1,0.16949152946472168,2.019819498062134,0.20388349890708923,1.6045958995819092
2,0.20096851885318756,1.9915529489517212,0.3106796145439148,1.5960638523101807
3,0.21791768074035645,1.9519351720809937,0.3106796145439148,1.5934144258499146
4,0.20581114292144775,1.9493772983551025,0.3106796145439148,1.591954231262207
5,0.21791768074035645,1.9282009601593018,0.3106796145439148,1.5959203243255615
6,0.19854721426963806,1.9670279026031494,0.3106796145439148,1.596064567565918
7,0.17675544321537018,1.9569755792617798,0.3106796145439148,1.5896662473678589
8,0.18644067645072937,1.9722976684570312,0.3106796145439148,1.5918729305267334
9,0.24939467012882233,1.8916903734207153,0.3106796145439148,1.5960068702697754
10,0.21065375208854675,1.9837210178375244,0.3106796145439148,1.5909985303878784
11,0.20338982343673706,1.9541383981704712,0.3106796145439148,1.5915195941925049
12,0.21065375208854675,1.993054747581482,0.3106796145439148,1.5914679765701294
13,0.20581114292144775,1.8704677820205688,0.3106796145439148,1.5849933624267578
14,0.22518159449100494,1.9078184366226196,0.3106796145439148,1.5953643321990967
15,0.20581114292144775,1.9883936643600464,0.3106796145439148,1.5988041162490845
16,0.22518159449100494,1.9432590007781982,0.3106796145439148,1.5838593244552612
17,0.21307505667209625,1.9072279930114746,0.3106796145439148,1.5777508020401
18,0.24455206096172333,1.8969752788543701,0.3106796145439148,1.5807145833969116
19,0.24213075637817383,1.8587578535079956,0.3106796145439148,1.5759496688842773
20,0.22518159449100494,1.8733537197113037,0.3106796145439148,1.5642484426498413
21,0.21065375208854675,1.93594229221344,0.3106796145439148,1.6038286685943604
22,0.20338982343673706,1.8909589052200317,0.28155338764190674,1.5700151920318604
23,0.19128328561782837,1.9353657960891724,0.26213592290878296,1.6071950197219849
24,0.22033898532390594,1.924919605255127,0.3786407709121704,1.5703166723251343
25,0.21791768074035645,1.9144649505615234,0.3203883469104767,1.565083384513855
26,0.19612590968608856,1.9363248348236084,0.27184465527534485,1.5844897031784058
27,0.19370460510253906,1.9132493734359741,0.25242719054222107,1.5808210372924805
28,0.21549636125564575,1.8710495233535767,0.3300970792770386,1.5826994180679321
29,0.20096851885318756,1.8849605321884155,0.3106796145439148,1.5727519989013672
30,0.21791768074035645,1.8744285106658936,0.223300963640213,1.592899203300476
31,0.24213075637817383,1.8230564594268799,0.2330097109079361,1.5987391471862793
32,0.23970943689346313,1.915128231048584,0.21359223127365112,1.602831482887268
33,0.20338982343673706,1.911547303199768,0.2330097109079361,1.5766234397888184
34,0.20338982343673706,1.8807975053787231,0.28155338764190674,1.5909671783447266
35,0.22760289907455444,1.9232853651046753,0.2330097109079361,1.583975911140442
36,0.24455206096172333,1.8864827156066895,0.27184465527534485,1.5822217464447021
37,0.18886198103427887,1.9134104251861572,0.24271844327449799,1.5574150085449219
38,0.24455206096172333,1.870841145515442,0.28155338764190674,1.581741213798523
39,0.23244552314281464,1.8756511211395264,0.24271844327449799,1.5729615688323975
40,0.23970943689346313,1.866747260093689,0.291262149810791,1.5896483659744263
41,0.23728813230991364,1.8157711029052734,0.19417475163936615,1.5946412086486816
42,0.21791768074035645,1.8464418649673462,0.27184465527534485,1.5704357624053955
43,0.23002421855926514,1.8113880157470703,0.20388349890708923,1.575334072113037
