epoch,accuracy,loss,val_accuracy,val_loss
0,0.22641509771347046,0.7213401198387146,0.5,0.6941535472869873
1,0.22641509771347046,0.7185623049736023,0.5,0.6940093636512756
2,0.22641509771347046,0.7164828181266785,0.5,0.6938489079475403
3,0.22641509771347046,0.7142027616500854,0.5,0.6937106251716614
4,0.22641509771347046,0.7120218873023987,0.5,0.6935998797416687
5,0.22641509771347046,0.7100109457969666,0.5,0.693507969379425
6,0.22641509771347046,0.7081942558288574,0.5,0.6934204697608948
7,0.22641509771347046,0.7059134840965271,0.5,0.6933197379112244
8,0.22641509771347046,0.7039223313331604,0.5,0.6932817101478577
9,0.22641509771347046,0.7019315958023071,0.5,0.6932217478752136
10,0.22641509771347046,0.70004802942276,0.5,0.693176805973053
11,0.22641509771347046,0.6979997754096985,0.5,0.6931517720222473
12,0.22641509771347046,0.6959773302078247,0.5,0.6931474804878235
13,0.22641509771347046,0.6941328048706055,0.5,0.6931395530700684
14,0.7735849022865295,0.6922572255134583,0.5,0.6931328773498535
15,0.7735849022865295,0.690241277217865,0.5,0.6931662559509277
16,0.7735849022865295,0.6885491013526917,0.5,0.6931946873664856
17,0.7735849022865295,0.6864946484565735,0.5,0.6932217478752136
18,0.7735849022865295,0.6846330761909485,0.5,0.6933140754699707
19,0.7735849022865295,0.6828644275665283,0.5,0.6933690905570984
20,0.7735849022865295,0.6809853315353394,0.5,0.6934292912483215
21,0.7735849022865295,0.6792656779289246,0.5,0.693560779094696
22,0.7735849022865295,0.6774699091911316,0.5,0.6936700344085693
23,0.7735849022865295,0.6756882071495056,0.5,0.6937567591667175
24,0.7735849022865295,0.6740106344223022,0.5,0.6938660144805908
25,0.7735849022865295,0.6721646785736084,0.5,0.6940503120422363
26,0.7735849022865295,0.6704695820808411,0.5,0.6942002177238464
27,0.7735849022865295,0.6686611771583557,0.5,0.6943168044090271
28,0.7735849022865295,0.6670035719871521,0.5,0.6945124268531799
29,0.7735849022865295,0.6654077768325806,0.5,0.6947243213653564
30,0.7735849022865295,0.6636366844177246,0.5,0.6949002742767334
31,0.7735849022865295,0.6621003150939941,0.5,0.6951045989990234
32,0.7735849022865295,0.6603015065193176,0.5,0.6953089237213135
33,0.7735849022865295,0.6586410999298096,0.5,0.6955515742301941
34,0.7735849022865295,0.656994640827179,0.5,0.6957734227180481
35,0.7735849022865295,0.6555323600769043,0.5,0.6960473656654358
36,0.7735849022865295,0.653915286064148,0.5,0.6962987780570984
37,0.7735849022865295,0.6524572372436523,0.5,0.6965773701667786
38,0.7735849022865295,0.6507325768470764,0.5,0.6968291401863098
