epoch,accu,loss,val_accu,val_loss
0,0.6219139695167542,9.236586570739746,0.7519999742507935,6.421107292175293
1,0.6917704939842224,2.362067699432373,0.7359999418258667,2.396843671798706
2,0.6875598430633545,2.6384823322296143,0.40799999237060547,2.562025308609009
3,0.6746411919593811,2.732417345046997,0.7519999742507935,3.865640163421631
4,0.7413398623466492,1.970781683921814,0.7199999690055847,1.9237343072891235
5,0.7377035021781921,1.4172844886779785,0.7439999580383301,1.0025742053985596
6,0.6971292495727539,1.2873282432556152,0.7519999742507935,1.4802080392837524
7,0.7820096611976624,1.1517362594604492,0.7440000176429749,1.0620958805084229
8,0.7686125040054321,0.9976164698600769,0.7599999904632568,0.9702765941619873
9,0.752153217792511,1.2913081645965576,0.7680000066757202,1.0484603643417358
10,0.7728229761123657,0.9633039832115173,0.7519999742507935,1.0915745496749878
11,0.7753111124038696,0.9473648071289062,0.784000039100647,0.9124771952629089
12,0.760861337184906,0.9920647740364075,0.7519999742507935,0.9723348617553711
13,0.7734928727149963,0.998502254486084,0.7600000500679016,0.9749894738197327
14,0.7644020318984985,0.9581597447395325,0.7679999470710754,0.9540070295333862
15,0.7716747522354126,0.9631010890007019,0.7280000448226929,1.0223650932312012
16,0.7668901085853577,0.9194978475570679,0.7520000338554382,0.9146543145179749
17,0.7734928727149963,0.9321216940879822,0.7280000448226929,1.162999153137207
18,0.7741628289222717,0.9719674587249756,0.7440000176429749,1.0814721584320068
19,0.7704306244850159,0.9257378578186035,0.7599999308586121,0.9519050121307373
20,0.7656459808349609,0.9728767275810242,0.7359999418258667,0.9913623332977295
21,0.7698565125465393,0.9234591126441956,0.7519999742507935,0.9947269558906555
22,0.7781818509101868,0.9123244285583496,0.7519999742507935,1.0159879922866821
23,0.7637321352958679,1.0756148099899292,0.656000018119812,1.435682773590088
24,0.7491866946220398,1.0160435438156128,0.7360000014305115,0.9844319820404053
25,0.7716747522354126,0.9490013122558594,0.7520000338554382,0.9918104410171509
26,0.769282341003418,0.9434736967086792,0.784000039100647,0.8219219446182251
27,0.7820096611976624,0.9070599675178528,0.784000039100647,0.8352009654045105
28,0.7819139957427979,0.9146044254302979,0.7679999470710754,0.9298991560935974
29,0.7577991485595703,1.0171737670898438,0.7439999580383301,1.0168254375457764
30,0.7468900084495544,1.030465006828308,0.7360000014305115,1.2560759782791138
31,0.7686125040054321,1.0094088315963745,0.784000039100647,0.9248891472816467
32,0.7571293115615845,1.0571101903915405,0.7360000014305115,1.1421862840652466
33,0.7588518261909485,1.0200275182724,0.7599999904632568,0.9972189664840698
34,0.7655503749847412,1.0221529006958008,0.7440000176429749,1.0664589405059814
35,0.7468900084495544,0.9830875396728516,0.7600000500679016,1.349275827407837
36,0.7619140148162842,1.0311928987503052,0.7519999742507935,1.039452314376831
37,0.7625837922096252,0.9419432282447815,0.7680000066757202,1.0442265272140503
38,0.7680383324623108,0.9600644111633301,0.7599999904632568,0.9813514351844788
39,0.7777034640312195,0.8981568813323975,0.7440000176429749,1.0674850940704346
