epoch,binary_accuracy,loss
0,0.48845264315605164,0.7195801734924316
1,0.5334873199462891,0.706450343132019
2,0.5519630312919617,0.6925345063209534
3,0.5536951422691345,0.6841903328895569
4,0.5600461959838867,0.6870105862617493
5,0.5808314085006714,0.674717366695404
6,0.5923787355422974,0.6555790305137634
7,0.6050808429718018,0.6581637263298035
8,0.5981523990631104,0.6481420993804932
9,0.6160507798194885,0.6413875222206116
10,0.6414549946784973,0.6262924671173096
11,0.668013870716095,0.6149327158927917
12,0.6628175377845764,0.6212590932846069
13,0.6807159185409546,0.6062015295028687
14,0.687644362449646,0.589642345905304
15,0.6899538040161133,0.5958953499794006
16,0.7003464102745056,0.587336540222168
17,0.7170900702476501,0.5744778513908386
18,0.7396073937416077,0.551896333694458
19,0.7286373972892761,0.5500174760818481
20,0.7372978925704956,0.5383403301239014
21,0.738452672958374,0.5358879566192627
22,0.7586604952812195,0.5290992259979248
23,0.7355658411979675,0.5485039353370667
24,0.7517321109771729,0.5181022882461548
25,0.7644341588020325,0.5183553099632263
26,0.7592378854751587,0.5063291788101196
27,0.7748267650604248,0.49467214941978455
28,0.7765588760375977,0.48598676919937134
29,0.7730947136878967,0.49600842595100403
30,0.7730947136878967,0.4877949655056
31,0.7863741517066956,0.4804717004299164
32,0.78695148229599,0.4746018350124359
33,0.7933025360107422,0.4632868468761444
34,0.8071593642234802,0.4507657587528229
35,0.7840646505355835,0.4662514328956604
36,0.7881062626838684,0.4596785604953766
37,0.812355637550354,0.43140026926994324
38,0.7996535897254944,0.44423767924308777
39,0.775404155254364,0.48286202549934387
40,0.8031178116798401,0.43537241220474243
41,0.8077366948127747,0.4444437026977539
42,0.7511547207832336,0.5224187970161438
43,0.792725145816803,0.4541751742362976
44,0.7996535897254944,0.44007009267807007
45,0.8163972496986389,0.420198917388916
46,0.8267898559570312,0.41180041432380676
47,0.8129330277442932,0.4224824011325836
48,0.7990761995315552,0.446313738822937
49,0.8135104179382324,0.4308950901031494
50,0.8227482438087463,0.41406697034835815
51,0.806581974029541,0.433383047580719
52,0.7967667579650879,0.44996178150177
53,0.8239030241966248,0.42389824986457825
54,0.8175519704818726,0.4133387506008148
55,0.8366050720214844,0.39027270674705505
56,0.8342956304550171,0.39395642280578613
57,0.8239030241966248,0.413038969039917
58,0.8117783069610596,0.4256654381752014
59,0.8325635194778442,0.391001433134079
60,0.8129330277442932,0.41345515847206116
61,0.8221709132194519,0.41659924387931824
62,0.8192840814590454,0.4057459235191345
63,0.8077366948127747,0.44041815400123596
64,0.812355637550354,0.41945135593414307
65,0.8371824622154236,0.3861808180809021
66,0.8117783069610596,0.4209824204444885
67,0.8233256340026855,0.3955533504486084
68,0.8290992975234985,0.3884381651878357
69,0.8360277414321899,0.38205060362815857
70,0.8163972496986389,0.41427695751190186
71,0.8342956304550171,0.3916013538837433
72,0.8383371829986572,0.3874913454055786
73,0.8464203476905823,0.3714192807674408
74,0.7904157042503357,0.44478970766067505
75,0.837759792804718,0.3789933919906616
76,0.8267898559570312,0.40491899847984314
77,0.8158198595046997,0.4169604778289795
78,0.8250577449798584,0.40328896045684814
79,0.8250577449798584,0.39005234837532043
80,0.8158198595046997,0.43056607246398926
81,0.8250577449798584,0.40113237500190735
82,0.8158198595046997,0.4087158739566803
83,0.8273671865463257,0.3994917571544647
84,0.8348729610443115,0.3863183259963989
85,0.8267898559570312,0.40894609689712524
86,0.8296766877174377,0.39503851532936096
87,0.8285219669342041,0.4230659306049347
88,0.8308314085006714,0.38345372676849365
89,0.8146651387214661,0.4046851098537445
90,0.8285219669342041,0.3887355923652649
91,0.8308314085006714,0.3831176161766052
92,0.8452655673027039,0.3808661997318268
93,0.8545034527778625,0.34971001744270325
94,0.8389145731925964,0.39258548617362976
95,0.8446882367134094,0.3643072545528412
96,0.8366050720214844,0.3757712244987488
97,0.8290992975234985,0.41472387313842773
98,0.8325635194778442,0.38110846281051636
99,0.8348729610443115,0.37880343198776245
100,0.8360277414321899,0.3845498561859131
101,0.8042725324630737,0.45015478134155273
102,0.8406466245651245,0.3830026388168335
103,0.8175519704818726,0.4283364713191986
104,0.8325635194778442,0.38576287031173706
105,0.831986129283905,0.38399314880371094
106,0.8348729610443115,0.387893408536911
107,0.8371824622154236,0.3791627585887909
