epoch,accu,loss,val_accu,val_loss
0,0.25263160467147827,4.2247209548950195,0.4399999678134918,3.2891008853912354
1,0.2967464029788971,2.6048052310943604,0.23199999332427979,1.9535247087478638
2,0.27732059359550476,2.1678531169891357,0.4480000138282776,2.2937188148498535
3,0.28344497084617615,3.0143635272979736,0.2880000174045563,2.558652877807617
4,0.36765554547309875,2.385965347290039,0.4399999976158142,1.655893087387085
5,0.29330146312713623,2.284945011138916,0.2240000069141388,1.9233717918395996
6,0.27559804916381836,1.8488688468933105,0.2720000147819519,1.5841196775436401
7,0.32468900084495544,1.671839952468872,0.31199997663497925,1.7117966413497925
8,0.31004786491394043,1.7232799530029297,0.4560000002384186,1.3936933279037476
9,0.27559807896614075,1.8755244016647339,0.4399999976158142,1.787125587463379
10,0.29913875460624695,1.7930699586868286,0.2880000174045563,1.5813798904418945
11,0.3307177722454071,1.6715433597564697,0.4880000054836273,1.3986152410507202
12,0.30095696449279785,2.182407855987549,0.31199997663497925,1.5640898942947388
13,0.32956936955451965,1.8020288944244385,0.3919999897480011,1.75649094581604
14,0.30401912331581116,1.8395382165908813,0.4560000002384186,1.6500310897827148
0,0.23818184435367584,6.033580303192139,0.25600001215934753,2.3203117847442627
1,0.30105265974998474,2.6059041023254395,0.41599997878074646,2.5454964637756348
2,0.2495693564414978,2.5902276039123535,0.2880000174045563,1.73494291305542
3,0.2664114832878113,2.130228281021118,0.4000000059604645,1.5046604871749878
4,0.2689951956272125,1.6634330749511719,0.30399999022483826,1.5883159637451172
5,0.2477511763572693,1.7042405605316162,0.12000000476837158,1.9149342775344849
6,0.2288994938135147,1.7769825458526611,0.2800000011920929,1.7730311155319214
7,0.26765549182891846,1.9038918018341064,0.3840000033378601,1.473494052886963
8,0.3065071702003479,1.7236422300338745,0.12000000476837158,1.8703442811965942
9,0.29617226123809814,1.7073907852172852,0.3920000195503235,1.4927412271499634
10,0.3093780279159546,1.8225942850112915,0.2800000011920929,2.0241425037384033
11,0.28708136081695557,1.7467471361160278,0.41599997878074646,1.50336492061615
12,0.2580861449241638,1.802653193473816,0.23999997973442078,2.2027485370635986
13,0.2828708291053772,1.7556596994400024,0.40799999237060547,1.5391038656234741
14,0.32765552401542664,2.010699987411499,0.2719999849796295,2.1251988410949707
15,0.2761722803115845,1.9835978746414185,0.31200000643730164,1.502679467201233
16,0.314928263425827,1.6627483367919922,0.17599999904632568,1.633078694343567
17,0.3143540620803833,1.5580015182495117,0.4480000138282776,1.499374508857727
18,0.301148384809494,1.6236070394515991,0.3680000305175781,1.4663454294204712
19,0.3288995325565338,1.5661039352416992,0.2880000174045563,1.7247353792190552
20,0.31990429759025574,1.5478657484054565,0.3920000195503235,1.44899320602417
21,0.3260287344455719,1.5119974613189697,0.4320000112056732,1.48594331741333
22,0.3380860984325409,1.5053149461746216,0.343999981880188,1.4905972480773926
23,0.34229668974876404,1.5114290714263916,0.29600000381469727,1.5368317365646362
24,0.29923444986343384,1.6037063598632812,0.4320000112056732,1.4713387489318848
25,0.3288995623588562,1.5480762720108032,0.4000000059604645,1.462777853012085
26,0.33320578932762146,1.6442581415176392,0.31200000643730164,1.5726796388626099
27,0.327655553817749,1.5222444534301758,0.42399996519088745,1.4299930334091187
28,0.3445933163166046,1.541088342666626,0.3680000305175781,1.3749520778656006
29,0.3446890115737915,1.5176812410354614,0.2639999985694885,1.5426276922225952
