epoch,binary_accuracy,loss
0,0.4878752827644348,0.798984944820404
1,0.5161662697792053,0.7460013031959534
2,0.5046189427375793,0.7234940528869629
3,0.4965358078479767,0.7094432711601257
4,0.542725145816803,0.6942787766456604
5,0.5317552089691162,0.697749674320221
6,0.525404155254364,0.6973645687103271
7,0.531177818775177,0.6896281242370605
8,0.5340646505355835,0.6961379647254944
9,0.5288683772087097,0.6899441480636597
10,0.5600461959838867,0.682481586933136
11,0.5635104179382324,0.6783202886581421
12,0.5721709132194519,0.672248899936676
13,0.5663972496986389,0.6765427589416504
14,0.568129301071167,0.6753239035606384
15,0.5969976782798767,0.6576908826828003
16,0.6102771162986755,0.6517281532287598
17,0.601616621017456,0.6601544618606567
18,0.5969976782798767,0.6538378596305847
19,0.6224018335342407,0.6382491588592529
20,0.6414549946784973,0.632871150970459
21,0.6408776044845581,0.6260941028594971
22,0.6945727467536926,0.5954365730285645
23,0.662240207195282,0.6154253482818604
24,0.6789838075637817,0.5967241525650024
25,0.7026559114456177,0.5752859711647034
26,0.7344110608100891,0.5540364384651184
27,0.7176674604415894,0.5549339652061462
28,0.7528868317604065,0.5382651090621948
29,0.7396073937416077,0.5395660400390625
30,0.7575057744979858,0.5415533185005188
31,0.7476905584335327,0.5239027142524719
32,0.7725173234939575,0.5026397109031677
33,0.7742494344711304,0.496372789144516
34,0.7771362662315369,0.4938925802707672
35,0.789260983467102,0.4812158942222595
36,0.7933025360107422,0.46926912665367126
37,0.7921478152275085,0.4736425280570984
38,0.7996535897254944,0.4795748293399811
39,0.795034646987915,0.47071439027786255
40,0.7956120371818542,0.4574592411518097
41,0.8060046434402466,0.4456207752227783
42,0.7973440885543823,0.46100059151649475
43,0.7915704250335693,0.45615920424461365
44,0.8117783069610596,0.4320433735847473
45,0.8221709132194519,0.41942253708839417
46,0.8175519704818726,0.4232204854488373
47,0.8175519704818726,0.4311985373497009
48,0.8129330277442932,0.41961315274238586
49,0.8360277414321899,0.3945283591747284
50,0.831986129283905,0.410365492105484
51,0.8314087986946106,0.3974388539791107
52,0.8441108465194702,0.38977858424186707
53,0.8302540183067322,0.39030882716178894
54,0.857390284538269,0.37491944432258606
55,0.8296766877174377,0.38806357979774475
56,0.8348729610443115,0.37721288204193115
57,0.8510392904281616,0.3637382686138153
58,0.8441108465194702,0.38324791193008423
59,0.8446882367134094,0.369393527507782
60,0.8637413382530212,0.34548744559288025
61,0.8244803547859192,0.401203989982605
62,0.8435335159301758,0.3885250389575958
63,0.8366050720214844,0.40225329995155334
64,0.8585450053215027,0.35648179054260254
65,0.8596997857093811,0.343441367149353
66,0.8579676747322083,0.3442785143852234
67,0.8660507798194885,0.3295367658138275
68,0.8712471127510071,0.3231707811355591
69,0.8620092272758484,0.3514648973941803
70,0.8602771162986755,0.3421678841114044
71,0.8625866174697876,0.3359970152378082
72,0.8879907727241516,0.2952248454093933
73,0.8712471127510071,0.32440540194511414
74,0.8579676747322083,0.32520806789398193
75,0.8677828907966614,0.3214687407016754
76,0.8724018335342407,0.3087799549102783
77,0.8735565543174744,0.3123474717140198
78,0.8458429574966431,0.3659338355064392
79,0.8360277414321899,0.38189584016799927
80,0.8556581735610962,0.35933515429496765
81,0.8695150017738342,0.33569803833961487
82,0.8643187284469604,0.3416368067264557
83,0.8695150017738342,0.3372355103492737
84,0.8672055602073669,0.34232741594314575
85,0.8562355637550354,0.3578387498855591
86,0.8752886652946472,0.3303244113922119
87,0.8608545064926147,0.328738272190094
88,0.8758660554885864,0.311154305934906
89,0.8724018335342407,0.3095962107181549
90,0.8643187284469604,0.3360239863395691
91,0.8764434456825256,0.30975401401519775
92,0.861431896686554,0.3382205367088318
93,0.857390284538269,0.33860114216804504
94,0.8816397190093994,0.3031846582889557
95,0.8689376711845398,0.31876498460769653
96,0.8446882367134094,0.3482411205768585
97,0.8724018335342407,0.30872803926467896
98,0.8920323252677917,0.2855483591556549
99,0.8539261221885681,0.34953731298446655
100,0.8695150017738342,0.3028208911418915
101,0.8741339445114136,0.3107915222644806
102,0.886836051940918,0.29477348923683167
103,0.886836051940918,0.2943205237388611
104,0.8839492201805115,0.30222681164741516
