epoch,accuracy,loss,val_accuracy,val_loss
0,0.5944055914878845,0.7567635774612427,0.6020092964172363,1.0043872594833374
1,0.7132866978645325,0.5307371616363525,0.6769706606864929,0.8932082653045654
2,0.692307710647583,0.5758227705955505,0.7272024750709534,0.7457515001296997
3,0.7272727489471436,0.5264025330543518,0.7465224266052246,0.6654476523399353
4,0.8251748085021973,0.44712701439857483,0.7511591911315918,0.6085571050643921
5,0.7272727489471436,0.5038610100746155,0.760432779788971,0.567747175693512
6,0.7552447319030762,0.46316900849342346,0.7666151523590088,0.5498896837234497
7,0.7342657446861267,0.4829418957233429,0.7697063088417053,0.5356707572937012
8,0.7272727489471436,0.5052332878112793,0.7727975249290466,0.5377651453018188
9,0.7832167744636536,0.4737488627433777,0.7789798974990845,0.5301892161369324
10,0.8041958212852478,0.4435233175754547,0.7720247507095337,0.5271205306053162
11,0.8251748085021973,0.4126681983470917,0.7689335346221924,0.517507791519165
12,0.7692307829856873,0.45783117413520813,0.7697063088417053,0.5074577331542969
13,0.7412587404251099,0.470852792263031,0.7735702991485596,0.4912657141685486
14,0.7832167744636536,0.42575210332870483,0.7782071232795715,0.4751105308532715
15,0.8181818127632141,0.43183639645576477,0.7843894958496094,0.4620460271835327
16,0.8251748085021973,0.42380446195602417,0.7828438878059387,0.45475244522094727
17,0.8041958212852478,0.44803503155708313,0.7874806523323059,0.4492137134075165
18,0.8601398468017578,0.379859983921051,0.7820711135864258,0.4415678083896637
19,0.8181818127632141,0.39452192187309265,0.7828438878059387,0.4390300214290619
20,0.8531468510627747,0.40797463059425354,0.7851622700691223,0.439092755317688
21,0.7692307829856873,0.4161796271800995,0.7851622700691223,0.4377146065235138
22,0.811188817024231,0.4059288501739502,0.7843894958496094,0.43695375323295593
23,0.811188817024231,0.3983467221260071,0.7890262603759766,0.4393731653690338
24,0.8741258978843689,0.3670167028903961,0.7851622700691223,0.4458466172218323
25,0.8461538553237915,0.40240049362182617,0.7782071232795715,0.45382851362228394
26,0.7692307829856873,0.41366907954216003,0.7820711135864258,0.4553888142108917
27,0.8251748085021973,0.40741944313049316,0.7828438878059387,0.4563508927822113
28,0.8461538553237915,0.38633227348327637,0.7851622700691223,0.4586077034473419
29,0.8251748085021973,0.38687196373939514,0.7774342894554138,0.465908944606781
30,0.811188817024231,0.3936632573604584,0.7774342894554138,0.4693176746368408
31,0.8881118893623352,0.3632380962371826,0.7766615152359009,0.47320282459259033
32,0.8531468510627747,0.3840959072113037,0.7735702991485596,0.4721384346485138
33,0.8041958212852478,0.3899792730808258,0.7735702991485596,0.4680044651031494
34,0.8601398468017578,0.372692346572876,0.7766615152359009,0.45895978808403015
35,0.8041958212852478,0.4008080065250397,0.7789798974990845,0.4593449831008911
36,0.8461538553237915,0.3752302825450897,0.7789798974990845,0.4621816873550415
37,0.8951048851013184,0.3459354043006897,0.7782071232795715,0.4654332995414734
38,0.8321678042411804,0.3929753303527832,0.7720247507095337,0.4716395139694214
39,0.8321678042411804,0.37083667516708374,0.7689335346221924,0.4785984456539154
40,0.8881118893623352,0.3164788484573364,0.7658423781394958,0.4824717342853546
41,0.8461538553237915,0.3508032560348511,0.771251916885376,0.48646631836891174
42,0.8251748085021973,0.405017614364624,0.7727975249290466,0.48577776551246643
43,0.8531468510627747,0.35449281334877014,0.770479142665863,0.48205098509788513
44,0.8321678042411804,0.3824962377548218,0.7666151523590088,0.4791606068611145
45,0.881118893623352,0.3095385730266571,0.7666151523590088,0.4721279740333557
46,0.7902097702026367,0.41311028599739075,0.7774342894554138,0.46578261256217957
