epoch,accuracy,loss,val_accuracy,val_loss
0,0.49484536051750183,1.232358455657959,0.36000001430511475,1.1044877767562866
1,0.5773195624351501,0.677833080291748,0.6399999856948853,0.6686428785324097
2,0.5876288414001465,0.8082664012908936,0.4399999976158142,1.7357821464538574
3,0.5699999928474426,0.9529573917388916,0.6399999856948853,0.6819905042648315
4,0.5799999833106995,0.8591457605361938,0.5600000023841858,0.7135978937149048
5,0.5670102834701538,0.8141310214996338,0.5600000023841858,0.7488610744476318
6,0.6082473993301392,0.7019802927970886,0.5600000023841858,0.6803498268127441
7,0.5670102834701538,0.7587971687316895,0.5199999809265137,0.6840269565582275
8,0.5154638886451721,0.733738362789154,0.5600000023841858,0.7057753801345825
9,0.5670102834701538,0.8070206642150879,0.47999998927116394,0.7495168447494507
10,0.5773195624351501,0.7313596606254578,0.5600000023841858,0.6350744366645813
11,0.5154638886451721,0.7876796722412109,0.4399999976158142,1.1992946863174438
12,0.5154638886451721,0.8235742449760437,0.4000000059604645,0.8630984425544739
13,0.5876288414001465,0.755072832107544,0.6000000238418579,0.6906744241714478
14,0.5876288414001465,0.7178738117218018,0.5600000023841858,0.8371384143829346
15,0.6082473993301392,0.6804773211479187,0.5600000023841858,0.6903703212738037
16,0.6082473993301392,0.7175306081771851,0.6000000238418579,0.7823748588562012
17,0.5463917255401611,0.8408786654472351,0.47999998927116394,0.7042179703712463
18,0.5567010045051575,0.7533517479896545,0.5600000023841858,0.7387619614601135
19,0.5979381203651428,0.7445077896118164,0.6000000238418579,0.732402503490448
20,0.47422680258750916,0.7474640607833862,0.5600000023841858,0.7215154767036438
21,0.5670102834701538,0.7601210474967957,0.6000000238418579,0.6679756045341492
22,0.5979381203651428,0.7000131607055664,0.5600000023841858,0.7147926092147827
23,0.5773195624351501,0.7243070602416992,0.5600000023841858,0.7048901915550232
24,0.5567010045051575,0.7083786129951477,0.6000000238418579,0.6572868824005127
25,0.5899999737739563,0.7940583229064941,0.5600000023841858,0.71204674243927
26,0.5876288414001465,0.7249131202697754,0.5600000023841858,0.6852350831031799
27,0.5876288414001465,0.7052165269851685,0.5600000023841858,0.7006787657737732
28,0.5670102834701538,0.7889136672019958,0.47999998927116394,0.6907321810722351
29,0.5773195624351501,0.7971994280815125,0.5600000023841858,0.6642953753471375
30,0.5670102834701538,0.7126144766807556,0.5600000023841858,0.785136878490448
31,0.6288659572601318,0.7425267100334167,0.5199999809265137,0.6794825792312622
32,0.5154638886451721,0.7272452116012573,0.5600000023841858,0.7426915764808655
33,0.5773195624351501,0.7583714723587036,0.5600000023841858,0.6782656908035278
34,0.6391752362251282,0.7143356204032898,0.5600000023841858,0.7130835056304932
35,0.6494845151901245,0.6737747192382812,0.5600000023841858,0.7426616549491882
36,0.5773195624351501,0.6833586692810059,0.4399999976158142,0.7520965337753296
37,0.5154638886451721,0.7496780753135681,0.6000000238418579,0.678803026676178
38,0.5567010045051575,0.7820844650268555,0.6399999856948853,0.6732272505760193
39,0.5154638886451721,0.7882212996482849,0.5600000023841858,0.6869795322418213
40,0.6494845151901245,0.6839095950126648,0.5600000023841858,0.7227056622505188
41,0.5051546096801758,0.7560263276100159,0.6000000238418579,0.6778730154037476
42,0.6082473993301392,0.7138373851776123,0.6000000238418579,0.6609523296356201
43,0.5876288414001465,0.7363499402999878,0.5600000023841858,0.7105058431625366
44,0.5670102834701538,0.6967228651046753,0.5199999809265137,0.8437983989715576
45,0.5051546096801758,0.8213722705841064,0.5600000023841858,0.6697241067886353
46,0.5567010045051575,0.7530331015586853,0.6000000238418579,0.6971285939216614
47,0.5699999928474426,0.7613588571548462,0.6000000238418579,0.6823017001152039
48,0.5876288414001465,0.717133104801178,0.6000000238418579,0.6699668765068054
49,0.6082473993301392,0.6669109463691711,0.5600000023841858,0.6717054843902588
50,0.5876288414001465,0.7145053744316101,0.5600000023841858,0.7209079265594482
51,0.6185566782951355,0.6650614142417908,0.5600000023841858,0.7273133993148804
52,0.5154638886451721,0.7766597270965576,0.5600000023841858,0.7201257348060608
53,0.5154638886451721,0.7594707608222961,0.5600000023841858,0.6858526468276978
54,0.5670102834701538,0.7391904592514038,0.47999998927116394,0.7280154228210449
55,0.5773195624351501,0.7135871052742004,0.5600000023841858,0.6959715485572815
56,0.5567010045051575,0.7389935255050659,0.5600000023841858,0.6950625777244568
57,0.5567010045051575,0.7035458087921143,0.5600000023841858,0.7069211602210999
58,0.5773195624351501,0.6973772048950195,0.6000000238418579,0.6831004619598389
59,0.4639175236225128,0.7783079147338867,0.6000000238418579,0.6791803240776062
60,0.5876288414001465,0.6532855033874512,0.6000000238418579,0.7154916524887085
61,0.5154638886451721,0.7792583107948303,0.5600000023841858,0.7387221455574036
62,0.6185566782951355,0.695990800857544,0.6000000238418579,0.6788188815116882
63,0.5360824465751648,0.7367172241210938,0.6000000238418579,0.6797447204589844
64,0.5876288414001465,0.6955109238624573,0.6000000238418579,0.6595419049263
65,0.5463917255401611,0.6996725797653198,0.5600000023841858,0.6823784112930298
66,0.6494845151901245,0.6963562965393066,0.5600000023841858,0.6837987303733826
67,0.5670102834701538,0.6658784747123718,0.5600000023841858,0.6908054947853088
68,0.5257731676101685,0.7666852474212646,0.5600000023841858,0.6812185049057007
69,0.5773195624351501,0.6962759494781494,0.5600000023841858,0.7011492848396301
70,0.6185566782951355,0.720672607421875,0.5600000023841858,0.6787689328193665
71,0.5773195624351501,0.7641444802284241,0.6000000238418579,0.7601896524429321
72,0.6494845151901245,0.6751702427864075,0.6000000238418579,0.6677537560462952
73,0.5567010045051575,0.7287584543228149,0.5199999809265137,0.7096577286720276
74,0.6494845151901245,0.6902493238449097,0.5600000023841858,0.7393609881401062
